"sector_id","sector_nombre","variable_id","actividad_producto_nombre","indicador","unidad_de_medida","fuente","frecuencia_nombre","cobertura_nombre","alcance_tipo","alcance_id","alcance_nombre","indice_tiempo","valor"
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10098","SANTA ROSA",1993-01-01,950
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10098","SANTA ROSA",1994-01-01,1100
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10098","SANTA ROSA",1995-01-01,1100
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10098","SANTA ROSA",1996-01-01,1400
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10098","SANTA ROSA",1997-01-01,1000
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10098","SANTA ROSA",1998-01-01,200
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1970-01-01,70
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1971-01-01,21
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1972-01-01,13
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1973-01-01,27
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1974-01-01,15
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1975-01-01,65
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1976-01-01,22
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1977-01-01,80
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1978-01-01,130
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1979-01-01,80
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1980-01-01,50
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10105","TINOGASTA",1981-01-01,15
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1970-01-01,13
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1971-01-01,29
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1972-01-01,2
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1973-01-01,8
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1974-01-01,2
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1975-01-01,32
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1976-01-01,13
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1977-01-01,50
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1978-01-01,250
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1979-01-01,172
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1980-01-01,100
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",1992-01-01,700
